schema_version,schema_class,schema_group,field_name,source_subject,preferred_plan_file_types,fallback_plan_file_types,preferred_pbgc_sources,extraction_rule,resolution_basis,required_review,notes
0.1.0,conditional,aggregate_limit_packet,aggregate_limit_payee_group_id,conditional_branch,12Q|8A|8B,12B,Aggregate-limit docs / population,assign_payee_group,manual_review,Y,
0.1.0,conditional,qdro_packet,qdro_type,conditional_branch,17B|9A,8B,QDRO docs,extract_qdro_type,manual_review,Y,
0.1.0,conditional,qdro_packet,separate_interest_indicator,conditional_branch,17B|9A,8B,QDRO docs,extract_separate_interest_flag,manual_review,Y,
0.1.0,conditional,qdro_packet,alternate_payee_name,conditional_branch,17B|9A,8B,QDRO docs,extract_name,cross_source_reconciliation,Y,
0.1.0,conditional,qdro_packet,alternate_payee_dob,conditional_branch,17B|9A|8B,8A,QDRO docs / PA data,extract_dob,cross_source_reconciliation,Y,
0.1.0,conditional,qdro_packet,qdro_effective_date,conditional_branch,17B|9A,8B,QDRO docs,extract_effective_date,single_best_source,Y,
0.1.0,conditional,qdro_packet,qdro_award_description,conditional_branch,17B|9A,8B,QDRO docs,extract_award_terms,manual_review,Y,
0.1.0,conditional,qpsa_packet,participant_date_of_death,conditional_branch,8A|8B|9A,11A|11G,Population / legal docs,extract_dod,cross_source_reconciliation,Y,
0.1.0,conditional,qpsa_packet,qpsa_eligibility_date,conditional_branch,5B|5A|5A1,12D1|calc,Plan text / Plan Summary,resolve_qpsa_eligibility,manual_review,Y,
0.1.0,conditional,qpsa_packet,qpsa_commencement_date,conditional_branch,8B|8D5|17B,8A,PA data / payee memo,extract_qpsa_commencement,best_available_source,Y,
0.1.0,conditional,qpsa_packet,qpsa_form_rule,conditional_branch,5B|5A|5A1,12D1,Plan text / Plan Summary,extract_qpsa_form,plan_summary_resolution,Y,
0.1.0,conditional,qpsa_packet,qpsa_survivor_percentage,conditional_branch,5B|5A|5A1,12D1,Plan text / Plan Summary,extract_survivor_pct,plan_summary_resolution,Y,
0.1.0,conditional,asset_recovery_packet,asset_value_at_dopt,conditional_branch,11D6|10B|10A,11D|11D4,Asset statements / Form 5500 / AVR,extract_asset_value_at_dopt,cross_source_reconciliation,Y,
0.1.0,conditional,asset_recovery_packet,asset_statement_id,conditional_branch,11D6,10B,Document inventory,copy_document_id,single_best_source,Y,
0.1.0,conditional,asset_recovery_packet,section_4044_allocation_available_indicator,conditional_branch,12F|11D4,12B,Listings / recovery valuation,detect_presence,single_best_source,Y,
0.1.0,conditional,asset_recovery_packet,section_4022c_amount_available_indicator,conditional_branch,12Q|12F,12B,4022(c) revisions / listings,detect_presence,single_best_source,Y,
0.1.0,conditional,asset_recovery_packet,sparr_indicator,conditional_branch,11D4|12Q,12B,Recovery valuation / 4022(c),extract_indicator,best_available_source,Y,
0.1.0,conditional,asset_recovery_packet,sparr_ratio,conditional_branch,11D4|12Q,12B,Recovery valuation / 4022(c),extract_ratio,best_available_source,Y,
0.1.0,conditional,asset_recovery_packet,recovery_ratio,conditional_branch,11D4|12Q,12B,Recovery valuation / 4022(c),extract_ratio,best_available_source,Y,
0.1.0,conditional,asset_recovery_packet,duec_indicator,conditional_branch,11D3,11D|12B,DUEC docs,extract_indicator,single_best_source,Y,
0.1.0,conditional,asset_recovery_packet,duec_amount,conditional_branch,11D3,11D|12B,DUEC docs,extract_amount,single_best_source,Y,
0.1.0,derived,resolved_dates,nrd,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_dates,erd,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_dates,eurd,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_dates,eprd,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_dates,rbd,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_dates,xra,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_dates,xrd,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_dates,sxra,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_dates,term_lw_xra,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_dates,term_lw_anb,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_service_compensation,eligibility_service_resolved,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_service_compensation,vesting_service_resolved,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_service_compensation,benefit_service_resolved,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_service_compensation,accrual_service_resolved,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_service_compensation,compensation_resolved,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_service_compensation,average_compensation_resolved,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_service_compensation,covered_compensation_resolved,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_forms_status,rettyp,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_forms_status,form_code_nsf,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_forms_status,form_code_nmf,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_forms_status,form_code_ptp,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_forms_status,form_code_ptp_qpsa,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_forms_status,form_code_death,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_forms_status,annuity_status_pay,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_forms_status,lsoption,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_forms_status,bs_ind,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_forms_status,br_ind,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,resolved_forms_status,ofa_indicator,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,plan_benefit_results,term_mb_nrd_nsf,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,plan_benefit_results,term_surv_mb_nrd,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,plan_benefit_results,term_surv_mb_eurd,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,plan_benefit_results,term_surv_mb_erd,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,plan_benefit_results,rbd_surv_mb_term,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,plan_benefit_results,term_surv_mb_ard,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,plan_benefit_results,xrd_mb_term,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,plan_benefit_results,xrd_surv_mb_term,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,plan_benefit_results,xrd_mb_qpsa_term,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,plan_benefit_results,ls_term,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,plan_benefit_results,ls_qpsa,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,title_iv_results,xrd_mb_title_iv,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,title_iv_results,nrd_mb_title_iv_nsf,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,title_iv_results,eurd_mb_title_iv_nsf,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,title_iv_results,erd_mb_title_iv_nsf,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,title_iv_results,rbd_mb_title_iv,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,title_iv_results,ard_mb_title_iv,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,title_iv_results,pvmb_title_iv_no_q_no_l,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,title_iv_results,pvmb_title_iv_qpsa,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,title_iv_results,pvmb_title_iv_no_load,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,title_iv_results,title_iv_load,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,title_iv_results,pvmb_title_iv,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,section_4022c_results,xrd_mb_4022c,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,section_4022c_results,pvmb_4022c_no_q_no_l,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,section_4022c_results,pvmb_4022c_qpsa,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,section_4022c_results,pvmb_4022c_no_load,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,section_4022c_results,load_4022c,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,section_4022c_results,pvmb_4022c,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,present_value_results,pvf_lev_ann,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,present_value_results,pvf_lev_ls,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,present_value_results,pvf_qpsa_ls,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,present_value_results,pvmb_term_no_q_no_l,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,present_value_results,pvmb_term_qpsa,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,present_value_results,pvmb_term_no_load,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,present_value_results,term_load,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,present_value_results,pvmb_term,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,deliverable_outputs,plan_summary_output,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,deliverable_outputs,data_element_list_output,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,deliverable_outputs,plan_factor_tables_output,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,deliverable_outputs,analysis_436_output,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,deliverable_outputs,adjustment_analysis_output,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,deliverable_outputs,administration_analysis_output,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,deliverable_outputs,v1_ve_output,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,deliverable_outputs,valuation_listings_output,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,deliverable_outputs,bsrs_configuration_output,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
0.1.0,derived,deliverable_outputs,actuarial_case_memo_output,engine,,,deterministic engine,derive_in_deterministic_engine,derived_from_controlled_lookup,Y,No direct source-document mapping; computed from reviewed inputs and rule version.
